celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,week1_avg_judge_score,week2_avg_judge_score,week3_avg_judge_score,week4_avg_judge_score,week5_avg_judge_score,week6_avg_judge_score,week7_avg_judge_score,week8_avg_judge_score,week9_avg_judge_score,week10_avg_judge_score,week11_avg_judge_score,week1_all_judge_score,week2_all_judge_score,week3_all_judge_score,week4_all_judge_score,week5_all_judge_score,week6_all_judge_score,week7_all_judge_score,week8_all_judge_score,week9_all_judge_score,week10_all_judge_score,week11_all_judge_score,week1_rank_judge_score,week2_rank_judge_score,week3_rank_judge_score,week4_rank_judge_score,week5_rank_judge_score,week6_rank_judge_score,week7_rank_judge_score,week8_rank_judge_score,week9_rank_judge_score,week10_rank_judge_score,week11_rank_judge_score,week1_percent_judge_score,week2_percent_judge_score,week3_percent_judge_score,week4_percent_judge_score,week5_percent_judge_score,week6_percent_judge_score,week7_percent_judge_score,week8_percent_judge_score,week9_percent_judge_score,week10_percent_judge_score,week11_percent_judge_score
Natalie Coughlin,Alec Mazo,Athlete,California,United States,27,9,Eliminated Week 5,10,9.6666,8.6666,8.6666,NA,7,7,7,NA,9,8,9,NA,8,8,8,NA,7,8,7,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,8.999933333333333,7,8.666666666666666,8,7.333333333333333,NA,NA,NA,NA,NA,NA,26.9998,21,26,24,22,NA,NA,NA,NA,NA,NA,7,4,2,4,8,NA,NA,NA,NA,NA,NA,0.06650223252111338,0.07142857142857142,0.10077519379844961,0.09917355371900827,0.09090909090909091,NA,NA,NA,NA,NA,NA
Louie Vito,Chelsie Hightower,Athlete,Ohio,United States,21,9,Eliminated Week 6,8,8.6666,9.6666,8.6666,NA,6,7,6,NA,8,5,7,NA,5,5,6,NA,7,8,7,NA,8,8,8,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,8.999933333333333,6.333333333333333,6.666666666666667,5.333333333333333,7.333333333333333,8,NA,NA,NA,NA,NA,26.9998,19,20,16,22,24,NA,NA,NA,NA,NA,7,9,6,10,8,7,NA,NA,NA,NA,NA,0.06650223252111338,0.06462585034013606,0.07751937984496124,0.06611570247933884,0.09090909090909091,0.09230801183542559,NA,NA,NA,NA,NA
Michael Irvin,Anna Demidova,Athlete,Florida,United States,43,9,Eliminated Week 7,7,7,6,6,NA,7,7,6,NA,5,4,5,NA,5,6,5,NA,7,7,7,NA,6.6666,8.6666,6.6666,NA,8,8,7.5,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,6.333333333333333,6.666666666666667,4.666666666666667,5.333333333333333,7,7.333266666666667,7.833333333333333,NA,NA,NA,NA,19,20,14,16,21,21.9998,23.5,NA,NA,NA,NA,14,7,13,10,10,9,6,NA,NA,NA,NA,0.046798213983109294,0.06802721088435375,0.05426356589147287,0.06611570247933884,0.08677685950413223,0.08461490828237482,0.1339031339031339,NA,NA,NA,NA
Joanna Krupa,Derek Hough,Model,NA,Poland,30,9,Eliminated Week 9,4,11.3333,11.3333,11.3333,NA,6,7,7,NA,7,8,8,NA,9,8,9,NA,8,8,8,NA,11.3333,12.3333,12.3333,NA,9,9,9.5,NA,8.5,8.5,9,NA,9,9,9,NA,0,0,0,NA,NA,NA,NA,NA,11.3333,6.666666666666667,7.666666666666667,8.666666666666666,8,11.999966666666666,9.166666666666666,8.666666666666666,9,NA,NA,33.9999,20,23,26,24,35.9999,27.5,26,27,NA,NA,1,7,3,3,4,1,1,2,2,NA,NA,0.08374392608443776,0.06802721088435375,0.08914728682170543,0.10743801652892562,0.09917355371900827,0.13846163313642237,0.15669515669515668,0.1984732824427481,0.2531258701201785,NA,NA
Kathy Ireland,Tony Dovolani,Model,California,United States,46,9,Eliminated Week 2,14,7.3333,6.3333,6.3333,NA,6,6,6,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,6.666633333333333,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.9999,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04926103157056776,0.061224489795918366,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tom DeLay,Cheryl Burke,Politician,Texas,United States,62,9,Withdrew,13,7.3333,6.3333,6.3333,NA,6,6,6,NA,6,4,5,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,6.666633333333333,6,5,NA,NA,NA,NA,NA,NA,NA,NA,19.9999,18,15,NA,NA,NA,NA,NA,NA,NA,NA,12,13,12,NA,NA,NA,NA,NA,NA,NA,NA,0.04926103157056776,0.061224489795918366,0.05813953488372093,NA,NA,NA,NA,NA,NA,NA,NA
Macy Gray,Jonathan Roberts,Singer/Rapper,Ohio,United States,42,9,Eliminated Week 1,15,7.3333,5.3333,6.3333,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,6.3333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.9999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.046797967676719905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aaron Carter,Karina Smirnoff,Singer/Rapper,Florida,United States,21,9,Eliminated Week 8,5,10.3333,11.3333,10.3333,NA,9,9,9,NA,8,6,7,NA,6,6,6,NA,8,8,8,NA,10.6666,11.6666,10.6666,NA,8.5,9,9,NA,8,8.5,8.5,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,10.666633333333332,9,7,6,8,10.999933333333333,8.833333333333334,8.333333333333334,NA,NA,NA,31.999899999999997,27,21,18,24,32.9998,26.5,25,NA,NA,NA,2,1,4,8,4,3,2,4,NA,NA,NA,0.07881779829674204,0.09183673469387756,0.08139534883720931,0.0743801652892562,0.09917355371900827,0.12692274704027823,0.150997150997151,0.19083969465648856,NA,NA,NA
Mya,Dmitry Chaplin,Singer/Rapper,Washington D.C.,United States,29,9,2nd Place,2,11.3333,8.3333,11.3333,NA,9,9,9,NA,10,7,10,NA,10,8,10,NA,9,9,9,NA,11,10,12,NA,8.5,7.5,8.5,NA,9.5,10,10,NA,9.3333,9.6666,10,NA,9.4444,9.4444,9.4444,NA,NA,NA,NA,NA,10.3333,9,9,9.333333333333334,9,11,8.166666666666666,9.833333333333334,9.666633333333333,9.4444,NA,30.999899999999997,27,27,28,27,33,24.5,29.5,28.9999,28.333199999999998,NA,3,1,1,1,2,2,5,1,1,2,NA,0.07635473440289418,0.09183673469387756,0.10465116279069768,0.11570247933884298,0.1115702479338843,0.12692351627371018,0.1396011396011396,0.22519083969465647,0.27187499707030244,0.34320309320309317,NA
Donny Osmond,Kym Johnson,Singer/Rapper,Utah,United States,51,9,1st Place,1,10.3333,9.3333,10.3333,NA,8,9,8,NA,7,7,7,NA,8,8,8,NA,10,9,10,NA,10.3333,10.3333,10.3333,NA,8.5,8.5,9,NA,8.5,8,8.5,NA,8,8.3333,8.3333,NA,9.6666,9.6666,9.6666,NA,NA,NA,NA,NA,9.999966666666666,8.333333333333334,7,8,9.666666666666666,10.3333,8.666666666666666,8.333333333333334,8.2222,9.6666,NA,29.999899999999997,25,21,24,29,30.999899999999997,26,25,24.666600000000003,28.9998,NA,5,3,4,4,1,5,3,4,4,1,NA,0.07389167050904633,0.08503401360544217,0.08139534883720931,0.09917355371900827,0.11983471074380166,0.11923079733737539,0.14814814814814814,0.19083969465648856,0.23125016992245911,0.35127769056340485,NA
Kelly Osbourne,Louis van Amstel,TV Personality,NA,England,24,9,3rd Place,3,9.6666,10.6666,10.6666,NA,6,7,6,NA,7,6,7,NA,8,7,8,NA,8,8,8,NA,8.6666,7.6666,8.6666,NA,8.5,8.5,9,NA,8,8.5,9,NA,8.6666,8.6666,8.6666,NA,8.5,8.5,8.2222,NA,NA,NA,NA,NA,10.333266666666667,6.333333333333333,6.666666666666667,7.666666666666667,8,8.333266666666667,8.666666666666666,8.5,8.6666,8.4074,NA,30.9998,19,20,23,24,24.9998,26,25.5,25.9998,25.2222,NA,4,9,6,6,4,6,3,3,3,3,NA,0.07635448809650482,0.06462585034013606,0.07751937984496124,0.09504132231404959,0.09917355371900827,0.09615340976180302,0.14814814814814814,0.1946564885496183,0.2437489628870599,0.305519216233502,NA
Aiden Turner,Edyta Sliwinska,Actor/Actress,NA,England,32,10,Eliminated Week 4,9,5,5,5,NA,7,6,6,NA,7,6,7,NA,5.5,5.5,5.5,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,5,6.333333333333333,6.666666666666667,5.5,NA,NA,NA,NA,NA,NA,NA,15,19,20,16.5,NA,NA,NA,NA,NA,NA,NA,10,8,7,8,NA,NA,NA,NA,NA,NA,NA,0.07177033492822966,0.08636363636363636,0.09852216748768473,0.0889487870619946,NA,NA,NA,NA,NA,NA,NA
Shannen Doherty,Mark Ballas,Actor/Actress,Tennessee,United States,38,10,Eliminated Week 2,11,6,6,6,NA,7,6,7,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,6,6.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0861244019138756,0.09090909090909091,NA,NA,NA,NA,NA,NA,NA,NA,NA
Niecy Nash,Louis van Amstel,Actor/Actress,California,United States,40,10,Eliminated Week 8,5,7,5,6,NA,7,7,7,NA,7,7,7,NA,6,6,6,NA,6,6,6,NA,8.6666,8.6666,8.6666,NA,8.5,8,8,NA,7,7,7.5,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,6,7,7,6,6,8.6666,8.166666666666666,7.166666666666667,NA,NA,NA,18,21,21,18,18,25.9998,24.5,21.5,NA,NA,NA,6,5,4,7,6,6,6,5,NA,NA,NA,0.0861244019138756,0.09545454545454546,0.10344827586206896,0.09703504043126684,0.10404624277456648,0.12440137359311731,0.15755627009646303,0.16996047430830039,NA,NA,NA
Buzz Aldrin,Ashly DelGrosso,Astronaut,New Jersey,United States,80,10,Eliminated Week 3,10,5,4,5,NA,4,4,4,NA,5,4,4,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,4.666666666666667,4,4.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,14,12,13,NA,NA,NA,NA,NA,NA,NA,NA,11,11,10,NA,NA,NA,NA,NA,NA,NA,NA,0.06698564593301436,0.05454545454545454,0.06403940886699508,NA,NA,NA,NA,NA,NA,NA,NA
Chad Ochocinco,Cheryl Burke,Athlete,Florida,United States,32,10,Eliminated Week 9,4,6,6,6,NA,6,5,5,NA,7,6,7,NA,7.5,6.5,8,NA,6,6,6,NA,10.3333,10.3333,10.3333,NA,8.5,9,8.5,NA,7.5,7.5,7.5,NA,8.5,8.5,9,NA,0,0,0,NA,NA,NA,NA,NA,6,5.333333333333333,6.666666666666667,7.333333333333333,6,10.3333,8.666666666666666,7.5,8.666666666666666,NA,NA,18,16,20,22,18,30.999899999999997,26,22.5,26,NA,NA,6,9,7,4,6,3,3,4,4,NA,NA,0.0861244019138756,0.07272727272727272,0.09852216748768473,0.11859838274932614,0.10404624277456648,0.148325377166335,0.16720257234726688,0.17786561264822134,0.23008849557522124,NA,NA
Evan Lysacek,Anna Trebunskaya,Athlete,Illinois,United States,24,10,2nd Place,2,8,7,8,NA,8,8,8,NA,9,8,9,NA,9,8,9,NA,9,9,9,NA,9,9,9,NA,9,9,9,NA,9,8.5,9,NA,10,9.5,10,NA,9.3333,8.7777,8.7777,NA,NA,NA,NA,NA,7.666666666666667,8,8.666666666666666,8.666666666666666,9,9,9,8.833333333333334,9.833333333333334,8.9629,NA,23,24,26,26,27,27,27,26.5,29.5,26.888699999999996,NA,2,2,1,1,2,5,1,2,1,3,NA,0.11004784688995216,0.10909090909090909,0.12807881773399016,0.14016172506738545,0.15606936416184972,0.12918703555466454,0.17363344051446947,0.20948616600790515,0.2610619469026549,0.325268368450467,NA
Pamela Anderson,Damian Whitewood,Model,NA,Canada,42,10,Eliminated Week 7,6,7,6,8,NA,7,7,8,NA,7,7,7,NA,7.5,7.5,8.5,NA,7,6,8,NA,9.6666,9.6666,10.6666,NA,8.5,8.5,8.5,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,7,7.333333333333333,7,7.833333333333333,7,9.999933333333333,8.5,NA,NA,NA,NA,21,22,21,23.5,21,29.9998,25.5,NA,NA,NA,NA,3,4,4,3,5,4,4,NA,NA,NA,NA,0.10047846889952153,0.1,0.10344827586206896,0.12668463611859837,0.12138728323699421,0.14354019367528983,0.1639871382636656,NA,NA,NA,NA
Nicole Scherzinger,Derek Hough,Singer/Rapper,Hawaii,United States,31,10,1st Place,1,9,7,9,NA,10,8,10,NA,8,6,9,NA,8.5,8,8.5,NA,10,9,10,NA,12.3333,10.3333,13.3333,NA,9,9,9,NA,10,9.5,10,NA,10,9.5,10,NA,9.5,9.5,9.7777,NA,NA,NA,NA,NA,8.333333333333334,9.333333333333334,7.666666666666667,8.333333333333334,9.666666666666666,11.999966666666666,9,9.833333333333334,9.833333333333334,9.592566666666666,NA,25,28,23,25,29,35.9999,27,29.5,29.5,28.7777,NA,1,1,2,2,1,1,1,1,1,1,NA,0.11961722488038277,0.12727272727272726,0.11330049261083744,0.1347708894878706,0.1676300578034682,0.17224890226905065,0.17363344051446947,0.233201581027668,0.2610619469026549,0.3481193038992962,NA
Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,Maine,United States,32,10,3rd Place,3,7,7,7,NA,8,7,8,NA,8,7,8,NA,6.5,6.5,6.5,NA,7,7,8,NA,12,10,12,NA,8.5,8.5,8.5,NA,8.5,9,9,NA,9.5,9,9.5,NA,9.2222,8.8888,8.8888,NA,NA,NA,NA,NA,7,7.666666666666667,7.666666666666667,6.5,7.333333333333333,11.333333333333334,8.5,8.833333333333334,9.333333333333334,8.999933333333333,NA,21,23,23,19.5,22,34,25.5,26.5,28,26.9998,NA,3,3,2,5,4,2,4,2,3,2,NA,0.10047846889952153,0.10454545454545454,0.11330049261083744,0.10512129380053908,0.12716763005780346,0.16267997069846646,0.1639871382636656,0.20948616600790515,0.24778761061946902,0.32661232765023673,NA
Kate Gosselin,Tony Dovolani,TV Personality,Pennsylvania,United States,35,10,Eliminated Week 5,8,6,5,5,NA,5,5,5,NA,5,5,5,NA,5,5.5,5.5,NA,5,5,5,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,5.333333333333333,5,5,5.333333333333333,5,NA,NA,NA,NA,NA,NA,16,15,15,16,15,NA,NA,NA,NA,NA,NA,9,10,9,9,8,NA,NA,NA,NA,NA,NA,0.07655502392344497,0.06818181818181818,0.07389162561576355,0.0862533692722372,0.08670520231213873,NA,NA,NA,NA,NA,NA
Jake Pavelka,Chelsie Hightower,TV Personality,Texas,United States,32,10,Eliminated Week 6,7,7,6,7,NA,6,7,7,NA,7,7,7,NA,6.5,6.5,6,NA,8,7,8,NA,8.3333,8.3333,8.3333,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,6.666666666666667,6.666666666666667,7,6.333333333333333,7.666666666666667,8.3333,NA,NA,NA,NA,NA,20,20,21,19,23,24.999899999999997,NA,NA,NA,NA,NA,5,6,4,6,3,7,NA,NA,NA,NA,NA,0.09569377990430622,0.09090909090909091,0.10344827586206896,0.10242587601078167,0.1329479768786127,0.11961714704307622,NA,NA,NA,NA,NA
David Hasselhoff,Kym Johnson,Actor/Actress,Maryland,United States,58,11,Eliminated Week 1,12,5,5,5,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06607929515418502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florence Henderson,Corky Ballas,Actor/Actress,Indiana,United States,76,11,Eliminated Week 5,8,6,6,6,NA,7,6,6,NA,7,6,7,NA,6,6,5.5,NA,7,7,7,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,6,6.333333333333333,6.666666666666667,5.833333333333333,7,NA,NA,NA,NA,NA,NA,18,19,20,17.5,21,NA,NA,NA,NA,NA,NA,7,8,7,6,6,NA,NA,NA,NA,NA,NA,0.07929515418502203,0.08597285067873303,0.09049773755656108,0.09776536312849161,0.11538461538461539,NA,NA,NA,NA,NA,NA
Kyle Massey,Lacey Schwimmer,Actor/Actress,Georgia,United States,19,11,2nd Place,2,8,7,8,NA,8,7,7,NA,8,7,8,NA,7,6.5,6.5,NA,8,5,7,NA,10.3333,9.3333,10.3333,NA,9,8.5,8,8,9.5,9,9.5,NA,10,9,10,NA,9.3333,8.6666,9.3333,NA,NA,NA,NA,NA,7.666666666666667,7.333333333333333,7.666666666666667,6.666666666666667,6.666666666666667,9.999966666666666,8.375,9.333333333333334,9.666666666666666,9.111066666666666,NA,23,22,23,20,20,29.999899999999997,33.5,28,29,27.333199999999998,NA,2,3,5,4,7,4,5,3,2,2,NA,0.1013215859030837,0.09954751131221719,0.10407239819004525,0.11173184357541899,0.10989010989010989,0.14492754323323798,0.1606714628297362,0.21132075471698114,0.2543859649122807,0.3293164561842318,NA
Jennifer Grey,Derek Hough,Actor/Actress,New York,United States,50,11,1st Place,1,8,8,8,NA,8,8,8,NA,8,8,8,NA,9.5,9,9.5,NA,8,8,9,NA,9,10,10,NA,9.5,9,9,9,9.5,9.5,9.5,NA,10,10,10,NA,10,10,10,NA,NA,NA,NA,NA,8,8,8,9.333333333333334,8.333333333333334,9.666666666666666,9.125,9.5,10,10,NA,24,24,24,28,25,29,36.5,28.5,30,30,NA,1,1,2,1,2,5,1,1,1,1,NA,0.10572687224669604,0.1085972850678733,0.1085972850678733,0.1564245810055866,0.13736263736263737,0.14009709211577046,0.1750599520383693,0.21509433962264152,0.2631578947368421,0.36144665408832316,NA
Rick Fox,Cheryl Burke,Athlete,NA,Canada,41,11,Eliminated Week 7,6,8,7,7,NA,7,7,7,NA,8,8,8,NA,6,7,6.5,NA,8,8,8,NA,10,10,10,NA,9,8.5,8.5,8.5,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,7.333333333333333,7,8,6.5,8,10,8.625,NA,NA,NA,NA,22,21,24,19.5,24,30,34.5,NA,NA,NA,NA,4,5,2,5,3,3,4,NA,NA,NA,NA,0.09691629955947137,0.09502262443438914,0.1085972850678733,0.10893854748603352,0.13186813186813187,0.1449280263266591,0.16546762589928057,NA,NA,NA,NA
Kurt Warner,Anna Trebunskaya,Athlete,Iowa,United States,39,11,Eliminated Week 8,5,7,5,7,NA,7,7,7,NA,8,8,7,NA,6,5.5,5.5,NA,8,8,8,NA,7.3333,7.3333,7.3333,NA,9.5,8.5,8.5,8.5,8,8,8,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,6.333333333333333,7,7.666666666666667,5.666666666666667,8,7.3333,8.75,8,NA,NA,NA,19,21,23,17,24,21.9999,35,24,NA,NA,NA,5,5,5,7,3,7,3,4,NA,NA,NA,0.08370044052863436,0.09502262443438914,0.10407239819004525,0.09497206703910614,0.13186813186813187,0.10628006954612891,0.16786570743405277,0.1811320754716981,NA,NA,NA
Margaret Cho,Louis van Amstel,Comedian,California,United States,41,11,Eliminated Week 3,10,5,5,5,NA,6,6,6,NA,6,6,6,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,15,18,18,NA,NA,NA,NA,NA,NA,NA,NA,10,9,10,NA,NA,NA,NA,NA,NA,NA,NA,0.06607929515418502,0.08144796380090498,0.08144796380090498,NA,NA,NA,NA,NA,NA,NA,NA
Michael Bolton,Chelsie Hightower,Singer/Rapper,Connecticut,United States,57,11,Eliminated Week 2,11,6,5,5,NA,4,5,3,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,5.333333333333333,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07048458149779736,0.05429864253393665,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandy,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,11,Eliminated Week 9,4,7,8,8,NA,7,7,7,NA,8,8,8,NA,8,8,8,NA,9,9,9,NA,11.3333,12.3333,12.3333,NA,9,9,9.5,9,9,9.5,10,NA,9.5,9.5,9.5,NA,0,0,0,NA,NA,NA,NA,NA,7.666666666666667,7,8,8,9,11.999966666666666,9.125,9.5,9.5,NA,NA,23,21,24,24,27,35.9999,36.5,28.5,28.5,NA,NA,2,5,2,2,1,1,1,1,3,NA,NA,0.1013215859030837,0.09502262443438914,0.1085972850678733,0.1340782122905028,0.14835164835164835,0.17391314849856981,0.1750599520383693,0.21509433962264152,0.25,NA,NA
The Situation,Karina Smirnoff,TV Personality,New York,United States,28,11,Eliminated Week 4,9,5,5,5,NA,6,6,6,NA,7,6,7,NA,5,4.5,4.5,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,5,6,6.666666666666667,4.666666666666667,NA,NA,NA,NA,NA,NA,NA,15,18,20,14,NA,NA,NA,NA,NA,NA,NA,10,9,7,9,NA,NA,NA,NA,NA,NA,NA,0.06607929515418502,0.08144796380090498,0.09049773755656108,0.0782122905027933,NA,NA,NA,NA,NA,NA,NA
Audrina Patridge,Tony Dovolani,TV Personality,California,United States,25,11,Eliminated Week 6,7,6,7,6,NA,8,8,7,NA,8,9,9,NA,8,7.5,7.5,NA,7,8,8,NA,10.6666,10.6666,10.6666,NA,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,6.333333333333333,7.666666666666667,8.666666666666666,7.666666666666667,7.666666666666667,10.6666,NA,NA,NA,NA,NA,19,23,26,23,23,31.9998,NA,NA,NA,NA,NA,5,2,1,3,5,2,NA,NA,NA,NA,NA,0.08370044052863436,0.10407239819004525,0.11764705882352941,0.12849162011173185,0.12637362637362637,0.1545889285615942,NA,NA,NA,NA,NA
Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,19,11,3rd Place,3,6,6,6,NA,7,8,7,NA,6,6,7,NA,5,5.5,5.5,NA,6,6,6,NA,9.6666,8.6666,9.6666,NA,8.5,8,8,8,7.5,8,8,NA,8.5,9,9,NA,8.3333,9,8.3333,NA,NA,NA,NA,NA,6,7.333333333333333,6.333333333333333,5.333333333333333,6,9.333266666666667,8.125,7.833333333333333,8.833333333333334,8.555533333333335,NA,18,22,19,16,18,27.9998,32.5,23.5,26.5,25.666600000000003,NA,7,3,9,8,8,6,6,5,4,3,NA,0.07929515418502203,0.09954751131221719,0.08597285067873303,0.0893854748603352,0.0989010989010989,0.13526519171803963,0.15587529976019185,0.17735849056603772,0.2324561403508772,0.3092368897274452,NA
Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,12,Eliminated Week 9,4,8,8,8,NA,7,7,7,NA,7,7,7,NA,8,8,9,NA,8,7,7,NA,8,8,8,NA,9,8.5,7.5,8,7.5,7.5,8,NA,8,8,8,NA,0,0,0,NA,NA,NA,NA,NA,8,7,7,8.333333333333334,7.333333333333333,8,8.25,7.666666666666667,8,NA,NA,24,21,21,25,22,24,33,23,24,NA,NA,1,4,5,2,6,6,1,5,4,NA,NA,0.11594202898550725,0.09722222222222222,0.09813084112149532,0.12135922330097088,0.1134020618556701,0.13333333333333333,0.17506631299734748,0.17692307692307693,0.20425531914893616,NA,NA
Chelsea Kane,Mark Ballas,Actor/Actress,Arizona,United States,22,12,3rd Place,3,7,7,7,NA,6,5,7,NA,7,8,8,NA,9,8,9,NA,9,8,9,NA,10,9,9,NA,8,8.5,7.5,8,9,9,9.5,NA,12,12,12.5,NA,10,9.6666,10,NA,NA,NA,NA,NA,7,6,7.666666666666667,8.666666666666666,8.666666666666666,9.333333333333334,8,9.166666666666666,12.166666666666666,9.888866666666667,NA,21,18,23,26,26,28,32,27.5,36.5,29.666600000000003,NA,3,7,3,1,2,1,3,1,1,1,NA,0.10144927536231885,0.08333333333333333,0.10747663551401869,0.1262135922330097,0.13402061855670103,0.15555555555555556,0.16976127320954906,0.21153846153846154,0.31063829787234043,0.33969480071129965,NA
Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,12,2nd Place,2,8,7,8,NA,7,6,7,NA,7,7,7,NA,7,7,8,NA,8,7,8,NA,8,9,9,NA,8,7,7,8,8.5,9,9,NA,9,9,9,NA,9.3333,9.3333,9.3333,NA,NA,NA,NA,NA,7.666666666666667,6.666666666666667,7,7.333333333333333,7.666666666666667,8.666666666666666,7.5,8.833333333333334,9,9.3333,NA,23,20,21,22,23,26,30,26.5,27,27.999899999999997,NA,2,5,5,7,5,4,5,3,3,3,NA,0.1111111111111111,0.09259259259259259,0.09813084112149532,0.10679611650485436,0.11855670103092783,0.14444444444444443,0.15915119363395225,0.20384615384615384,0.2297872340425532,0.32061039857740076,NA
